,code,group,minx,miny,maxx,maxy,country,lat,long,tropics,cover_cat,pixels,area,cover_2000,loss_201,loss_202,loss_203,loss_204,loss_205,loss_206,loss_207,loss_208,loss_209,loss_2010,loss_2011,loss_2012,loss_2013,loss_2014,loss_2015,loss_2016,loss_2017,loss_2018,loss_2019,loss_2020
0,AUS,1,112.921112,-55.116942998999946,159.10922200000027,-9.14217599999995,Australia,-30,140,False,0,1024343311,656576194181.9401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,AUS,1,112.921112,-55.116942998999946,159.10922200000027,-9.14217599999995,Australia,-30,140,False,1-25,103802442,67055940917.51842,4850866406.762164,1469490747.9564712,2116012553.494879,10082943480.442205,478414315.75703776,1157429173.2429821,2424069089.808613,2794124227.1930857,744311817.0872366,747270898.0264109,527686531.54052585,336186578.65488636,328542682.8959685,535716735.51773745,8383008422.632781,1118336265.5495005,1118500562.4743023,919329990.4892944,873336563.2244909,1201546691.418885,2795035772.1938424
2,AUS,1,112.921112,-55.116942998999946,159.10922200000027,-9.14217599999995,Australia,-30,140,False,26-50,62552877,39794539805.64389,16166524321.429085,7008937866.974581,8008158824.452303,21512412102.235687,2081328612.3204765,7373276351.837231,8877809046.312143,55354568314.50942,2141680732.745438,2669744116.0860615,1809252762.7985742,2453068812.053722,3434982804.2177286,7662021918.31789,20839365588.73246,11996880397.222023,11269913739.833582,9265125537.6378,8473310744.679883,10935270456.613697,40164433057.01358
3,AUS,1,112.921112,-55.116942998999946,159.10922200000027,-9.14217599999995,Australia,-30,140,False,51-75,32818550,20374010839.738667,13061133640.84565,2050908600.8093417,2477522555.336189,7033367284.956538,1721800292.0205612,2736554370.636221,4425653454.604217,5994015500.296518,1505623909.2663019,3008828300.1947923,1509932296.795845,2150808480.340596,3491008232.2978115,8443214048.117782,11528821843.136683,3777708473.461431,14133015939.38503,6087978321.016409,3985318465.769332,36470457402.20769,192035634158.3531
4,AUS,1,112.921112,-55.116942998999946,159.10922200000027,-9.14217599999995,Australia,-30,140,False,76-100,95324288,58789061757.77158,49862959166.48584,18589214642.981537,23101428332.95265,67525141267.10832,23334313663.55299,28966463141.031487,28348858089.95418,66475091966.38377,26604041649.248455,89788525399.66226,31246830253.504547,24637941341.37902,26995031689.53964,36984247093.41836,56284249554.91575,25710948787.591793,60713919328.23803,36710442224.49829,31093753358.012177,137552217246.55222,808520927065.1213
5,AUS,1,112.921112,-55.116942998999946,159.10922200000027,-9.14217599999995,Australia,-30,140,True,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,AUS,1,112.921112,-55.116942998999946,159.10922200000027,-9.14217599999995,Australia,-30,140,True,1-25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,AUS,1,112.921112,-55.116942998999946,159.10922200000027,-9.14217599999995,Australia,-30,140,True,26-50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,AUS,1,112.921112,-55.116942998999946,159.10922200000027,-9.14217599999995,Australia,-30,140,True,51-75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,AUS,1,112.921112,-55.116942998999946,159.10922200000027,-9.14217599999995,Australia,-30,140,True,76-100,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
