,code,group,minx,miny,maxx,maxy,country,lat,long,tropics
0,USA,1,-179.15055799999996,18.909858704999976,-66.94889099999995,72.68750000000006,United States,40,-160,False
1,USA,1,-179.15055799999996,18.909858704999976,-66.94889099999995,72.68750000000006,United States,40,-160,True
