,code,group,minx,miny,maxx,maxy,country,lat,long,tropics
0,RUS,2,19.64250200000004,41.188865663,180.0,81.85624700000005,Russian Federation,70,80,False
1,RUS,2,19.64250200000004,41.188865663,180.0,81.85624700000005,Russian Federation,70,80,True
