,code,group,minx,miny,maxx,maxy,country,lat,long,tropics
0,ATA,1,-179.99999999999994,-90.0,180.0,-59.59375,Antarctica,-50,-50,False
1,ATA,1,-179.99999999999994,-90.0,180.0,-59.59375,Antarctica,-50,-50,True
2,SGS,1,-41.815616999999975,-59.48428000099989,-26.229314999999986,-53.64688100000001,South Georgia and the South Sandwich Islands,-50,-50,False
3,SGS,1,-41.815616999999975,-59.48428000099989,-26.229314999999986,-53.64688100000001,South Georgia and the South Sandwich Islands,-50,-50,True
