,code,group,minx,miny,maxx,maxy,country,lat,long,tropics
0,NCL,1,155.86889600000006,-22.84805700099997,172.09008800000015,-17.39916599999998,New Caledonia,-20,170,False
1,NCL,1,155.86889600000006,-22.84805700099997,172.09008800000015,-17.39916599999998,New Caledonia,-20,170,True
2,VUT,1,166.54139709400022,-20.253241000000003,170.2402801510002,-13.072475999999996,Vanuatu,-20,170,False
3,VUT,1,166.54139709400022,-20.253241000000003,170.2402801510002,-13.072475999999996,Vanuatu,-20,170,True
