,code,group,minx,miny,maxx,maxy,country,lat,long,tropics
0,ATF,1,40.328194,-50.018889998999896,77.603271,-11.51374999999996,French Southern Territories,-30,70,False
1,ATF,1,40.328194,-50.018889998999896,77.603271,-11.51374999999996,French Southern Territories,-30,70,True
