,code,group,minx,miny,maxx,maxy,country,lat,long,tropics,cover_cat,pixels,area,cover_2000,loss_201,loss_202,loss_203,loss_204,loss_205,loss_206,loss_207,loss_208,loss_209,loss_2010,loss_2011,loss_2012,loss_2013,loss_2014,loss_2015,loss_2016,loss_2017,loss_2018,loss_2019,loss_2020
0,ATF,1,40.328194,-50.018889998999896,77.603271,-11.51374999999996,French Southern Territories,-20,40,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,ATF,1,40.328194,-50.018889998999896,77.603271,-11.51374999999996,French Southern Territories,-20,40,False,1-25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,ATF,1,40.328194,-50.018889998999896,77.603271,-11.51374999999996,French Southern Territories,-20,40,False,26-50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,ATF,1,40.328194,-50.018889998999896,77.603271,-11.51374999999996,French Southern Territories,-20,40,False,51-75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,ATF,1,40.328194,-50.018889998999896,77.603271,-11.51374999999996,French Southern Territories,-20,40,False,76-100,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,ATF,1,40.328194,-50.018889998999896,77.603271,-11.51374999999996,French Southern Territories,-20,40,True,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,ATF,1,40.328194,-50.018889998999896,77.603271,-11.51374999999996,French Southern Territories,-20,40,True,1-25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,ATF,1,40.328194,-50.018889998999896,77.603271,-11.51374999999996,French Southern Territories,-20,40,True,26-50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,ATF,1,40.328194,-50.018889998999896,77.603271,-11.51374999999996,French Southern Territories,-20,40,True,51-75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,ATF,1,40.328194,-50.018889998999896,77.603271,-11.51374999999996,French Southern Territories,-20,40,True,76-100,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,MDG,1,43.18819400000007,-25.60625076199989,50.48652600000014,-11.948750000000018,Madagascar,-20,40,False,0,31900473,22407758685.546593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,MDG,1,43.18819400000007,-25.60625076199989,50.48652600000014,-11.948750000000018,Madagascar,-20,40,False,1-25,56920747,39980124104.32229,3973900862.6685815,114020572.23230536,1006587120.4195156,1887791393.3637555,541197145.2871231,1106022390.037188,2789037697.705236,945134149.654802,1026596531.225101,1173632835.461993,1176672801.3920555,226934155.73944852,562713371.1585542,622289219.2056321,1538376574.8799682,967215203.4523379,1280945739.7119884,1566576383.3952653,837610727.6307172,521272498.51474607,334614251.7221088
12,MDG,1,43.18819400000007,-25.60625076199989,50.48652600000014,-11.948750000000018,Madagascar,-20,40,False,26-50,7478669,5258415616.323345,1910750451.1165628,248274781.9748554,1156575907.5903835,2756334956.9049225,903286191.0139152,1298079900.3785632,2791016290.473085,2117478421.211012,1625101447.0223389,1435065189.9915833,2167846515.959584,432883956.9177613,561394686.3650845,789012049.5531425,1103486885.0460634,753343030.9689468,996613744.6799175,1793356459.4553814,1241819291.236482,951755442.3324525,629022480.5345536
13,MDG,1,43.18819400000007,-25.60625076199989,50.48652600000014,-11.948750000000018,Madagascar,-20,40,False,51-75,2425189,1707379503.0480497,987429693.7223535,312740896.0142698,611403520.6595471,517930158.9995836,557383368.5225825,992650391.5419875,550034169.3847942,1146967828.2601094,790070117.737588,452302233.4461653,808721864.6297644,718346214.8233676,802825424.9723763,1813508110.5369515,1734461898.5202565,1438373667.0425928,2257908829.076748,3521769714.6803155,2942042797.757058,1937014286.5437472,1396886151.568156
14,MDG,1,43.18819400000007,-25.60625076199989,50.48652600000014,-11.948750000000018,Madagascar,-20,40,False,76-100,6227628,4382851235.018285,4146079457.9362903,1288868880.1345766,2402472425.614504,1552472819.7134912,1734940212.9349725,3221000623.7095675,2172064745.224429,4628607454.189119,3107731141.0614953,1625687243.123684,2754244013.5573893,3423919075.6419306,3154769627.5414925,3850987349.860713,2636066412.4478345,2932416076.0451202,4542600241.771589,6206829305.111614,6317844471.353663,3544433031.718661,2720264701.436825
15,MDG,1,43.18819400000007,-25.60625076199989,50.48652600000014,-11.948750000000018,Madagascar,-20,40,True,0,50410917,36053978635.70463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,MDG,1,43.18819400000007,-25.60625076199989,50.48652600000014,-11.948750000000018,Madagascar,-20,40,True,1-25,131452805,94094129983.77016,8982986334.544632,160908455.7811743,384200514.0379597,913797554.394816,361828139.0779271,378713022.0142828,498569669.7873443,575150100.2316447,529196037.02147925,678438275.6802005,868375565.4353236,288869863.72902876,372022400.41235244,701050514.810766,1326962910.2618082,834102813.723902,858647515.1613283,1867474768.548676,1065230148.1158377,1018476441.5952321,879672835.0867064
17,MDG,1,43.18819400000007,-25.60625076199989,50.48652600000014,-11.948750000000018,Madagascar,-20,40,True,26-50,30269730,21677848134.627872,8545285751.81655,2000042760.5380664,2513310360.750825,4265728569.3560133,1806286299.0223982,3003059842.097333,5156055582.050376,5691750061.18308,4218511581.727221,5562926024.730928,3506431717.2055383,4123502642.94864,4297146685.618526,9079124168.40998,25116961172.84211,12045036877.423594,11231804995.583605,22760373703.350098,11194118542.5767,10719427590.366135,6809346078.346394
18,MDG,1,43.18819400000007,-25.60625076199989,50.48652600000014,-11.948750000000018,Madagascar,-20,40,True,51-75,25365843,18211198057.29533,10481525495.898525,3772768362.333833,4348918537.012267,5699522522.392973,3608172789.915496,5073907450.803759,5041562278.660825,11949683350.131699,8942363467.276224,9823489529.588385,11949923857.445654,11760047646.848806,13910625041.124746,24999820839.892956,31496271154.3779,27762986742.52674,34418415703.4585,50097424783.656685,27439429027.64547,19713798432.71837,13862674241.756071
19,MDG,1,43.18819400000007,-25.60625076199989,50.48652600000014,-11.948750000000018,Madagascar,-20,40,True,76-100,11243367,8051203239.537848,7544747319.526358,7285287552.95495,7577564287.03613,6675744694.409124,4954267985.622781,5995764540.504966,5542455664.698393,15166042483.051348,8385529349.083293,4491543508.849147,5954950232.771963,8380995614.404281,6951931668.387046,10566578987.701504,11235664229.353218,12316360502.534422,17668940817.567028,21701879236.359623,18376047241.471745,9785243573.140865,6230333878.819881
20,MOZ,1,30.21741485600012,-26.868694303999973,40.83930600000008,-10.471249999999998,Mozambique,-20,40,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,MOZ,1,30.21741485600012,-26.868694303999973,40.83930600000008,-10.471249999999998,Mozambique,-20,40,False,1-25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,MOZ,1,30.21741485600012,-26.868694303999973,40.83930600000008,-10.471249999999998,Mozambique,-20,40,False,26-50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
