,code,group,minx,miny,maxx,maxy,country,lat,long,tropics,cover_cat,pixels,area,cover_2000,loss_201,loss_202,loss_203,loss_204,loss_205,loss_206,loss_207,loss_208,loss_209,loss_2010,loss_2011,loss_2012,loss_2013,loss_2014,loss_2015,loss_2016,loss_2017,loss_2018,loss_2019,loss_2020
0,BOL,1,-69.6390228279999,-22.898041571999897,-57.45384979199986,-9.669329641999925,"Bolivia, Plurinational State of",-10,-70,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,BOL,1,-69.6390228279999,-22.898041571999897,-57.45384979199986,-9.669329641999925,"Bolivia, Plurinational State of",-10,-70,False,1-25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,BOL,1,-69.6390228279999,-22.898041571999897,-57.45384979199986,-9.669329641999925,"Bolivia, Plurinational State of",-10,-70,False,26-50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,BOL,1,-69.6390228279999,-22.898041571999897,-57.45384979199986,-9.669329641999925,"Bolivia, Plurinational State of",-10,-70,False,51-75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,BOL,1,-69.6390228279999,-22.898041571999897,-57.45384979199986,-9.669329641999925,"Bolivia, Plurinational State of",-10,-70,False,76-100,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,BOL,1,-69.6390228279999,-22.898041571999897,-57.45384979199986,-9.669329641999925,"Bolivia, Plurinational State of",-10,-70,True,0,393096793,289609677430.9643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,BOL,1,-69.6390228279999,-22.898041571999897,-57.45384979199986,-9.669329641999925,"Bolivia, Plurinational State of",-10,-70,True,1-25,25921180,19171560520.305313,2306446062.113724,216894777.46803007,233455557.18184915,165313066.9964243,279740260.6857046,252247647.72624397,183989778.05101013,102561948.60231186,305767004.90446895,160736848.00316292,237326799.08733052,257241198.4682434,213066598.77784783,241188507.5415491,373867721.8693652,179985315.61216673,830716758.9528126,538717668.5478171,380405411.49347997,856699863.1662574,311517889.3207624
7,BOL,1,-69.6390228279999,-22.898041571999897,-57.45384979199986,-9.669329641999925,"Bolivia, Plurinational State of",-10,-70,True,26-50,69764268,51246589415.803535,21989699110.72276,2564457780.8998713,3377693445.9443827,2025357831.674218,4542007357.768918,4713051572.179953,3730468716.4828134,1954059704.8142025,7125004667.713296,4779318061.125172,6195286828.500923,5559516891.260245,4753182559.711411,5741318126.074691,6308062274.483342,5907687250.962777,13131447514.823025,11175545140.040422,8500350673.983801,17539272922.205727,6984827059.805549
8,BOL,1,-69.6390228279999,-22.898041571999897,-57.45384979199986,-9.669329641999925,"Bolivia, Plurinational State of",-10,-70,True,51-75,94187083,69258472493.59724,41275441293.48862,9410712581.785425,12967340952.728811,9510325244.858837,16607926174.429846,17048630744.421434,16294561170.798391,11197706768.664186,39229062938.40976,24974644097.790897,35631649492.27648,34288772556.82174,17425903931.93292,20446288049.941513,27736505532.96513,24980718912.06052,71698142352.39442,48188253243.675896,44233203496.69653,74561242464.61147,28824748278.889057
9,BOL,1,-69.6390228279999,-22.898041571999897,-57.45384979199986,-9.669329641999925,"Bolivia, Plurinational State of",-10,-70,True,76-100,550492092,409805938027.9784,394664306670.6649,102927825177.68263,127317191023.34413,131694387003.18256,141010512569.43274,184907985244.44348,159886827283.06485,148089639063.68466,231154634600.10855,147476403225.48648,313914715007.16315,234215432095.01984,198931136202.0091,108468687194.61264,173448890638.22253,95813767221.70331,272187321155.30267,282293477047.05066,161611462495.00482,267746136167.38162,290414458014.90735
10,BRA,1,-73.98970794799999,-33.74708175599994,-28.84694499999995,5.264877796000064,Brazil,-10,-70,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,BRA,1,-73.98970794799999,-33.74708175599994,-28.84694499999995,5.264877796000064,Brazil,-10,-70,False,1-25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,BRA,1,-73.98970794799999,-33.74708175599994,-28.84694499999995,5.264877796000064,Brazil,-10,-70,False,26-50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,BRA,1,-73.98970794799999,-33.74708175599994,-28.84694499999995,5.264877796000064,Brazil,-10,-70,False,51-75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,BRA,1,-73.98970794799999,-33.74708175599994,-28.84694499999995,5.264877796000064,Brazil,-10,-70,False,76-100,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,BRA,1,-73.98970794799999,-33.74708175599994,-28.84694499999995,5.264877796000064,Brazil,-10,-70,True,0,60444639,45517567899.34394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,BRA,1,-73.98970794799999,-33.74708175599994,-28.84694499999995,5.264877796000064,Brazil,-10,-70,True,1-25,6134807,4620837991.494968,548216021.121143,187043399.4204774,193465763.76375026,182862587.3059428,173619857.8925673,184744541.17931706,137704437.53370097,49296705.240183115,111568411.77383581,40240952.70775096,123665546.50065005,127163489.43852298,79023469.58029714,109096962.23962839,223414623.69279104,198116372.91378543,462567814.1068569,431263436.6648037,349160525.74455655,325622591.04769987,388113330.5691196
