,code,group,minx,miny,maxx,maxy,country,lat,long,tropics
0,FSM,1,137.4252779999999,1.0252769990000845,163.03555297800017,10.090624000000105,"Micronesia, Federated States of",10,160,False
1,FSM,1,137.4252779999999,1.0252769990000845,163.03555297800017,10.090624000000105,"Micronesia, Federated States of",10,160,True
2,KIR,2,169.520798,-2.6730559999999173,176.84869400000002,3.39580600000005,Kiribati,10,160,False
3,KIR,2,169.520798,-2.6730559999999173,176.84869400000002,3.39580600000005,Kiribati,10,160,True
4,MHL,1,160.79527299999995,4.572501000000045,172.17260699999997,14.72318800000005,Marshall Islands,10,160,False
5,MHL,1,160.79527299999995,4.572501000000045,172.17260699999997,14.72318800000005,Marshall Islands,10,160,True
