,code,group,minx,miny,maxx,maxy,country,lat,long,tropics
0,ATA,1,-179.99999999999994,-90.0,180.0,-59.59375,Antarctica,-50,50,False
1,ATA,1,-179.99999999999994,-90.0,180.0,-59.59375,Antarctica,-50,50,True
2,ATF,1,40.328194,-50.018889998999896,77.603271,-11.51374999999996,French Southern Territories,-50,50,False
3,ATF,1,40.328194,-50.018889998999896,77.603271,-11.51374999999996,French Southern Territories,-50,50,True
