,code,group,minx,miny,maxx,maxy,country,lat,long,tropics
0,COK,1,-165.87943999999993,-21.959087370999896,-157.32055663999992,-8.914978999999903,Cook Islands,-20,-170,False
1,COK,1,-165.87943999999993,-21.959087370999896,-157.32055663999992,-8.914978999999903,Cook Islands,-20,-170,True
