,code,group,minx,miny,maxx,maxy,country,lat,long,tropics,cover_cat,pixels,area,cover_2000,loss_201,loss_202,loss_203,loss_204,loss_205,loss_206,loss_207,loss_208,loss_209,loss_2010,loss_2011,loss_2012,loss_2013,loss_2014,loss_2015,loss_2016,loss_2017,loss_2018,loss_2019,loss_2020
0,RUS,1,-179.99999999999994,64.241669,-169.652603,76.16666400000003,Russian Federation,70,-170,False,0,625155,197170676.2813317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,RUS,1,-179.99999999999994,64.241669,-169.652603,76.16666400000003,Russian Federation,70,-170,False,1-25,2123,669591.3047829424,41887.667044724076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,RUS,1,-179.99999999999994,64.241669,-169.652603,76.16666400000003,Russian Federation,70,-170,False,26-50,113,35620.986548914916,13392.025927195094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,RUS,1,-179.99999999999994,64.241669,-169.652603,76.16666400000003,Russian Federation,70,-170,False,51-75,41,12913.323398155382,8365.462367945316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,RUS,1,-179.99999999999994,64.241669,-169.652603,76.16666400000003,Russian Federation,70,-170,False,76-100,32,10105.065604253472,8337.332327256512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,RUS,1,-179.99999999999994,64.241669,-169.652603,76.16666400000003,Russian Federation,70,-170,True,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,RUS,1,-179.99999999999994,64.241669,-169.652603,76.16666400000003,Russian Federation,70,-170,True,1-25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,RUS,1,-179.99999999999994,64.241669,-169.652603,76.16666400000003,Russian Federation,70,-170,True,26-50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,RUS,1,-179.99999999999994,64.241669,-169.652603,76.16666400000003,Russian Federation,70,-170,True,51-75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,RUS,1,-179.99999999999994,64.241669,-169.652603,76.16666400000003,Russian Federation,70,-170,True,76-100,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,USA,1,-179.15055799999996,18.909858704999976,-66.94889099999995,72.68750000000006,United States,70,-170,False,0,583164571,190017222412.8804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,USA,1,-179.15055799999996,18.909858704999976,-66.94889099999995,72.68750000000006,United States,70,-170,False,1-25,12240421,4267888426.036558,485662509.5827277,421198.08367753925,9032303.781265555,418345.4617920572,4232647.791449806,8938158.207697086,118402080.38914143,1824576.9168650804,1619913.3074979398,446686.0031429686,1728976.9128954438,3237363.616785888,5243473.519323278,17904788.565680206,1371496.4562900169,33393250.474396992,115586353.40037891,9670469.83680807,1420030.3650747812,311538892.7507173,49404094.37239399
12,USA,1,-179.15055799999996,18.909858704999976,-66.94889099999995,72.68750000000006,United States,70,-170,False,26-50,18623306,6490806502.498664,2662055598.5576797,11949623.724810503,205626506.94575584,10081499.15282067,64599163.89400461,139165508.8988245,1255911772.6339698,45616003.12099443,53708318.31845816,13837342.064101906,29689942.660824165,74041779.86879939,46536142.757635996,222846659.1147037,17993651.036781438,914454357.519882,1033571535.9410355,69834072.88738985,4949756.510859898,3057708705.498605,480710653.7503182
13,USA,1,-179.15055799999996,18.909858704999976,-66.94889099999995,72.68750000000006,United States,70,-170,False,51-75,30764206,10727259764.678267,6775171683.6271105,36021774.518116415,1117422758.7129238,40741194.43518494,176840431.0550048,388805306.8204111,4780479531.256981,140895978.96709642,326384512.2203443,31794937.6272029,57579083.23618977,214495252.09102502,96974278.32666506,636044879.5000796,91201490.09391817,4244657086.4821677,3424586938.3082976,171368411.80534235,5700003.458988875,3615551084.620603,625372564.6878622
14,USA,1,-179.15055799999996,18.909858704999976,-66.94889099999995,72.68750000000006,United States,70,-170,False,76-100,24473723,8617475538.14073,7420563766.846781,104629603.66366996,1220944998.2965136,53880458.97695449,190679643.53353366,381433051.12409925,8650151469.808722,189417878.36764154,621698218.6489354,84917497.43327609,57158479.12220585,143923575.369123,118629840.92397594,95365670.08096734,23542256.805734437,3631873874.8657722,1226717468.369113,76243344.5030054,487691.77366297756,292261330.388033,75391067.32918704
15,USA,1,-179.15055799999996,18.909858704999976,-66.94889099999995,72.68750000000006,United States,70,-170,True,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,USA,1,-179.15055799999996,18.909858704999976,-66.94889099999995,72.68750000000006,United States,70,-170,True,1-25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,USA,1,-179.15055799999996,18.909858704999976,-66.94889099999995,72.68750000000006,United States,70,-170,True,26-50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,USA,1,-179.15055799999996,18.909858704999976,-66.94889099999995,72.68750000000006,United States,70,-170,True,51-75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,USA,1,-179.15055799999996,18.909858704999976,-66.94889099999995,72.68750000000006,United States,70,-170,True,76-100,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
