,code,group,minx,miny,maxx,maxy,country,lat,long,tropics
0,PYF,1,-154.72729499999997,-27.90062699899994,-134.45111099999997,-7.8949289999999905,French Polynesia,-20,-150,False
1,PYF,1,-154.72729499999997,-27.90062699899994,-134.45111099999997,-7.8949289999999905,French Polynesia,-20,-150,True
