code,group,minx,miny,maxx,maxy,country
SWE,1,10.96138900000011,55.336250306000125,24.17239600000005,69.05903625600007,Sweden
SWZ,1,30.79080009400019,-27.31752014099993,32.13669967699997,-25.718759536999983,Eswatini
SXM,1,-63.139430999999945,17.99986100100017,-62.99986299999989,18.06354900000008,Sint Maarten (Dutch part)
SYC,1,46.20367800000008,-10.227360000999964,56.29568499999999,-3.7126380000000254,Seychelles
SYR,1,35.7162513720001,32.31068039000007,42.38504028400018,37.319145203000176,Syrian Arab Republic
TCA,1,-72.48319200000003,21.17708600000003,-71.08208499999995,21.96263900000008,Turks and Caicos Islands
TCD,1,13.473475457000175,7.441069126000116,24.002686000000097,23.45037079000008,Chad
TGO,1,-0.1424569999999789,6.10958199900017,1.8109726650000084,11.138039999000114,Togo
THA,1,97.34519195600012,5.616042137000079,105.63912963900007,20.463211059,Thailand
TJK,1,67.38713073800017,36.672077179500434,75.13722200000012,41.042243957000096,Tajikistan
TKL,1,-172.520828,-9.443995999999911,-171.18139600000003,-8.531942999999956,Tokelau
TKM,1,52.44143330134898,35.12981414800015,66.68430328400018,42.795551301000046,Turkmenistan
TLS,1,124.04465484600009,-9.504652977999967,127.34249900000007,-8.126944541999876,Timor-Leste
TON,1,-176.21383699999993,-22.34972400099997,-173.73500099999998,-15.565795999999978,Tonga
TTO,1,-61.93013763499988,10.042917252000052,-60.492084999999975,11.35958499999998,Trinidad and Tobago
TUN,1,7.530076026000188,30.23681068500008,11.598258882746109,37.55986000000007,Tunisia
TUR,1,25.66513633700009,35.81542587200016,44.83498764000007,42.10665512200018,Turkey
TUV,1,176.05874600000004,-10.791870115999927,179.871353,-5.642499999999927,Tuvalu
TWN,1,116.70999900000017,20.697500000000048,122.108475,26.38541999999996,"Taiwan, Province of China"
TZA,1,29.327167512000017,-11.745695113999886,40.4451370000001,-0.9857875099999092,"Tanzania, United Republic of"
UGA,1,29.571499001000007,-1.4821398259999796,35.00027465900013,4.234466077000093,Uganda
UKR,1,22.140447617000177,44.38597106900016,40.21807098400001,52.375034333000144,Ukraine
UMI,1,-178.30360399999995,-0.3890059889999406,-75.00096893299991,28.40167000000013,United States Minor Outlying Islands
UMI,2,166.59750400100006,19.26833299900011,166.65750100000002,19.31888999999996,United States Minor Outlying Islands
URY,1,-58.4405742429999,-34.974029999999914,-53.094245909999984,-30.085396000000003,Uruguay
USA,1,-179.15055799999996,18.909858704999976,-66.94889099999995,72.68750000000006,United States
USA,2,172.4361110000001,51.3488660000001,179.77340700000013,53.01055500000007,United States
UZB,1,55.99777600000135,37.17719268750011,73.13459777800011,45.57110595600011,Uzbekistan
VAT,1,12.445608139000171,41.90011215100009,12.458451271000172,41.907550812000125,Holy See (Vatican City State)
VCT,1,-61.46097199999991,12.57874900000013,-61.11402893099995,13.383473397000046,Saint Vincent and the Grenadines
VEN,1,-73.35214233399995,0.6487600220000331,-59.807007,15.67291799999998,"Venezuela, Bolivarian Republic of"
VGB,1,-64.85013600099995,18.305972999000176,-64.27041625899989,18.749584197000047,"Virgin Islands, British"
VIR,1,-65.08652499899995,17.672916413000053,-64.5648569999999,18.415695000000085,"Virgin Islands, U.S."
VNM,1,102.14458465500007,8.381355000000099,109.46917000000008,23.39269256700004,Viet Nam
VUT,1,166.54139709400022,-20.253241000000003,170.2402801510002,-13.072475999999996,Vanuatu
WLF,1,-178.18249511699997,-14.36907199999996,-176.12416099899997,-13.182831999999962,Wallis and Futuna
WSM,1,-172.80412292599993,-14.077220999999897,-171.397705,-13.439808845999949,Samoa
YEM,1,41.81458300000008,12.108194000000026,54.535415649000186,19.00000010700012,Yemen
ZAF,1,16.451891000000046,-34.83514022799989,32.891251000000125,-22.12503051699992,South Africa
ZMB,1,21.999370574000125,-18.079473494999945,33.7057037350001,-8.270876883999847,Zambia
ZWE,1,25.23702812100009,-22.420276641999976,33.05630111600016,-15.60883521999989,Zimbabwe
